"stoa_work_id","latin_title","stoa_group_id","group_name"
"latinLit:stoa0089/latinLit:stoa005","De raptu Proserpinae","latinLit:stoa0089","Claudian"
"latinLit:stoa0089/latinLit:stoa006","Epithalamium de nuptiis Honorii Augusti","latinLit:stoa0089","Claudian"
"latinLit:stoa0089/latinLit:stoa007","Fescennina de nuptiis Honorii Augusti","latinLit:stoa0089","Claudian"
"latinLit:stoa0089/latinLit:stoa008","In Eutropium","latinLit:stoa0089","Claudian"
"latinLit:stoa0089/latinLit:stoa009","In Rufinum","latinLit:stoa0089","Claudian"
"latinLit:stoa0089/latinLit:stoa010","Panegyricus de tertio consulatu Honorii Augusti","latinLit:stoa0089","Claudian"
"latinLit:stoa0089/latinLit:stoa011","Panegyricus de quarto consulatu Honorii Augusti","latinLit:stoa0089","Claudian"
"latinLit:stoa0089/latinLit:stoa012","Panegyricus de sexto consulatu Honorii Augusti","latinLit:stoa0089","Claudian"
"latinLit:stoa0089/latinLit:stoa013","Panegyricus dictus Manlio Theodoro consuli","latinLit:stoa0089","Claudian"
"latinLit:stoa0089/latinLit:stoa014","Panegyricus dictus Probino et Olybrio consulibus","latinLit:stoa0089","Claudian"
"latinLit:stoa0090/latinLit:stoa001","Oratio","latinLit:stoa0090","Claudius"
"latinLit:stoa0091/latinLit:stoa001","Sententiarum fragmenta","latinLit:stoa0091","Claudius Caecus, Appius"
"latinLit:stoa0092/latinLit:stoa001","Epistula I ad Corinthios","latinLit:stoa0092","Clement of Rome"
"latinLit:stoa0093/latinLit:stoa001","Versus in Colmanum Perheriles Scottigena Ficti Patrie Cupidum et Remeantem","latinLit:stoa0093","Colman of Lindisfarne"
"latinLit:stoa0094/latinLit:stoa001","De Arboribus","latinLit:stoa0094","Columella"
"latinLit:stoa0094/latinLit:stoa002","De re rustica","latinLit:stoa0094","Columella"
"latinLit:stoa0095/latinLit:stoa001","Orbis Sensualium Pictus","latinLit:stoa0095","Comenius, Johannes"
"latinLit:stoa0096/latinLit:stoa001","De duobus populis","latinLit:stoa0096","Commodianus"
"latinLit:stoa0096/latinLit:stoa002","De saeculi istius fine","latinLit:stoa0096","Commodianus"
"latinLit:stoa0096/latinLit:stoa003","Instructiones","latinLit:stoa0096","Commodianus"
"latinLit:stoa0097/latinLit:stoa001","Epistula ad Baldericum","latinLit:stoa0097","Constantia"
"latinLit:stoa0098/latinLit:stoa001","Edictum Mediolani","latinLit:stoa0098","Constantine"
"latinLit:stoa0098/latinLit:stoa002","Epistulae ad Anulinum","latinLit:stoa0098","Constantine"
"latinLit:stoa0098/latinLit:stoa003","Epistula ad Caecilianum","latinLit:stoa0098","Constantine"
"latinLit:stoa0098/latinLit:stoa004","Epistula ad Chrestum","latinLit:stoa0098","Constantine"
"latinLit:stoa0098/latinLit:stoa005","Epistula ad Miltiadem et ad Marcum","latinLit:stoa0098","Constantine"
"latinLit:stoa0098/latinLit:stoa006","Epistula ad omnes qui ab consilio aberat","latinLit:stoa0098","Constantine"
"latinLit:stoa0098/latinLit:stoa007","Epistula de iure civitatis Orcistenorum","latinLit:stoa0098","Constantine"
"latinLit:stoa0099/latinLit:stoa001","Epistula ad filium Gaium","latinLit:stoa0099","Cornelia"
"latinLit:stoa0100/latinLit:stoa001","Elegiae sive Amores","latinLit:stoa0100","Cornelius Gallus"
"latinLit:stoa0100/latinLit:stoa002","Inscriptio in insula Philis reperta","latinLit:stoa0100","Cornelius Gallus"
"latinLit:stoa0101/latinLit:stoa001","Fragmenta","latinLit:stoa0101","Cornelius Severus"
"latinLit:stoa0102/latinLit:stoa001","Ad Famam","latinLit:stoa0102","Corvinus, Laurentius"
"latinLit:stoa0102/latinLit:stoa002","Polish","latinLit:stoa0102","Corvinus, Laurentius"
"latinLit:stoa0102/latinLit:stoa003","Epithalamium","latinLit:stoa0102","Corvinus, Laurentius"
"latinLit:stoa0103/latinLit:stoa001","Carmina","latinLit:stoa0103","Cotta, Giovanni"
"latinLit:stoa0104/latinLit:stoa001","Historiae Alexandri Magni Macedonis","latinLit:stoa0104","Curtius Rufus, Quintus"
"latinLit:stoa0105/latinLit:stoa001","Epigrammata","latinLit:stoa0105","Damasus"
"latinLit:stoa0106/latinLit:stoa001","De Vulgari Eloquentia","latinLit:stoa0106","Dante"
"latinLit:stoa0106/latinLit:stoa002","Ecloga","latinLit:stoa0106","Dante"
"latinLit:stoa0106/latinLit:stoa003","Epistolae","latinLit:stoa0106","Dante"
"latinLit:stoa0106/latinLit:stoa004","Monarchia","latinLit:stoa0106","Dante"
"latinLit:stoa0107/latinLit:stoa001","De Excidio Troiae","latinLit:stoa0107","Dares Phrygius"
"latinLit:stoa0108/latinLit:stoa001","Meditationes","latinLit:stoa0108","Descartes"
"latinLit:stoa0109/latinLit:stoa001","Cn. Domitius Ahenobarbus & L. Licinius Crassus","latinLit:stoa0109",""
"latinLit:stoa0109/latinLit:stoa002","Edictum adversus Latinos rhetores","latinLit:stoa0109",""
"latinLit:stoa0110/latinLit:stoa001","Ars Minor","latinLit:stoa0110","Donatus"
"latinLit:stoa0110/latinLit:stoa002","Commentarii Vergiliani","latinLit:stoa0110","Donatus"
"latinLit:stoa0110/latinLit:stoa003","De Barbarismo","latinLit:stoa0110","Donatus"
"latinLit:stoa0110/latinLit:stoa004","De Ceteris Vitiis","latinLit:stoa0110","Donatus"
"latinLit:stoa0110/latinLit:stoa005","De Metaplasmo","latinLit:stoa0110","Donatus"
"latinLit:stoa0110/latinLit:stoa006","De Schematibus","latinLit:stoa0110","Donatus"
"latinLit:stoa0110/latinLit:stoa007","De Solecismo","latinLit:stoa0110","Donatus"
"latinLit:stoa0110/latinLit:stoa008","De Tropis","latinLit:stoa0110","Donatus"
"latinLit:stoa0111/latinLit:stoa001","Itinerarium","latinLit:stoa0111","Egeria"
"latinLit:stoa0112/latinLit:stoa001","Vita Karoli Magni","latinLit:stoa0112","Einhard"
"latinLit:stoa0113/latinLit:stoa001","Waltharius","latinLit:stoa0113","Ekkehardus"
"latinLit:stoa0114/latinLit:stoa001","Annales","latinLit:stoa0114","Ennius"
"latinLit:stoa0114/latinLit:stoa002","Fabulae Palliatae","latinLit:stoa0114","Ennius"
"latinLit:stoa0115/latinLit:stoa001","Ciceronianus","latinLit:stoa0115","Erasmus"
"latinLit:stoa0115/latinLit:stoa002","Colloquia familiaria","latinLit:stoa0115","Erasmus"
"latinLit:stoa0115/latinLit:stoa003","Enchiridion militis christiani","latinLit:stoa0115","Erasmus"
"latinLit:stoa0115/latinLit:stoa004","Epistula ad Dorpium","latinLit:stoa0115","Erasmus"
"latinLit:stoa0115/latinLit:stoa005","Institutio principis christiani","latinLit:stoa0115","Erasmus"
"latinLit:stoa0115/latinLit:stoa006","Moriae encomium","latinLit:stoa0115","Erasmus"
"latinLit:stoa0115/latinLit:stoa007","Querela pacis","latinLit:stoa0115","Erasmus"
"latinLit:stoa0116/latinLit:stoa001","Historia xml:langobardorum Beneventanorum","latinLit:stoa0116","Erchempertus"
"latinLit:stoa0117/latinLit:stoa001","De laude eremi","latinLit:stoa0117","Eucherius"
"latinLit:stoa0118/latinLit:stoa001","Metrum Parhemiacum Tragicum","latinLit:stoa0118","Eugenius Vulgarius"
"latinLit:stoa0119/latinLit:stoa001","Vita Sancti Severini","latinLit:stoa0119","Eugippius"
"latinLit:stoa0120/latinLit:stoa001","Theoria Motus Lunae","latinLit:stoa0120","Euler, Leonhard"
"latinLit:stoa0121/latinLit:stoa001","Breviarium ab urbe condita","latinLit:stoa0121","Eutropius"
"latinLit:stoa0122/latinLit:stoa001","Amatores","latinLit:stoa0122","Ficino, Marsilio"
"latinLit:stoa0122/latinLit:stoa002","Axiochus de Morte","latinLit:stoa0122","Ficino, Marsilio"
"latinLit:stoa0122/latinLit:stoa003","Clitophon","latinLit:stoa0122","Ficino, Marsilio"
"latinLit:stoa0122/latinLit:stoa004","De iusto","latinLit:stoa0122","Ficino, Marsilio"
"latinLit:stoa0122/latinLit:stoa005","De virtute","latinLit:stoa0122","Ficino, Marsilio"
"latinLit:stoa0122/latinLit:stoa006","Demodocus","latinLit:stoa0122","Ficino, Marsilio"
"latinLit:stoa0122/latinLit:stoa007","Eryxias","latinLit:stoa0122","Ficino, Marsilio"
"latinLit:stoa0122/latinLit:stoa008","Halcyon","latinLit:stoa0122","Ficino, Marsilio"
"latinLit:stoa0122/latinLit:stoa009","Hipparchus","latinLit:stoa0122","Ficino, Marsilio"
"latinLit:stoa0122/latinLit:stoa010","Minos","latinLit:stoa0122","Ficino, Marsilio"
"latinLit:stoa0122/latinLit:stoa011","Sisyphus","latinLit:stoa0122","Ficino, Marsilio"
"latinLit:stoa0122/latinLit:stoa012","Theages","latinLit:stoa0122","Ficino, Marsilio"
"latinLit:stoa0123/latinLit:stoa001","Locustae","latinLit:stoa0123","Fletcher, Phineas"
"latinLit:stoa0124/latinLit:stoa001","Carmina","latinLit:stoa0124","Florus"
"latinLit:stoa0124/latinLit:stoa002","Epitome de T. Livio","latinLit:stoa0124","Florus"
"latinLit:stoa0124/latinLit:stoa003","Vergilius Orator an Poeta","latinLit:stoa0124","Florus"
"latinLit:stoa0125/latinLit:stoa001","Pedantius","latinLit:stoa0125","Forsett, Edward"
"latinLit:stoa0126/latinLit:stoa001","Carmina","latinLit:stoa0126","Fortunatus, Venantius"
"latinLit:stoa0127/latinLit:stoa001","De agrorum qualitate","latinLit:stoa0127","Frontinus"
"latinLit:stoa0127/latinLit:stoa002","De aquis urbis Romae","latinLit:stoa0127","Frontinus"
"latinLit:stoa0127/latinLit:stoa003","De arte mensoria","latinLit:stoa0127","Frontinus"
"latinLit:stoa0127/latinLit:stoa004","De controversiis","latinLit:stoa0127","Frontinus"
"latinLit:stoa0127/latinLit:stoa005","De limitibus","latinLit:stoa0127","Frontinus"
"latinLit:stoa0127/latinLit:stoa006","Strategemata","latinLit:stoa0127","Frontinus"
"latinLit:stoa0128/latinLit:stoa001","De aetatibus mundi et hominis","latinLit:stoa0128","Fulgentius"
"latinLit:stoa0128/latinLit:stoa002","Expositio sermonum antiquorum","latinLit:stoa0128","Fulgentius"
"latinLit:stoa0128/latinLit:stoa003","Expositio Virgilianae","latinLit:stoa0128","Fulgentius"
"latinLit:stoa0128/latinLit:stoa004","Mitologiae","latinLit:stoa0128","Fulgentius"
"latinLit:stoa0129/latinLit:stoa001","Institutiones","latinLit:stoa0129","Gaius"
"latinLit:stoa0130/latinLit:stoa001","Edictum Tolerationis","latinLit:stoa0130","Galerius"
"latinLit:stoa0131/latinLit:stoa001","Sidereus Nuncius","latinLit:stoa0131","Galileo"
"latinLit:stoa0132/latinLit:stoa001","Curae boum","latinLit:stoa0132","Gargilius Martialis"
"latinLit:stoa0132/latinLit:stoa002","De arboribus pomiferis","latinLit:stoa0132","Gargilius Martialis"
"latinLit:stoa0132/latinLit:stoa003","De medicina ex pomis","latinLit:stoa0132","Gargilius Martialis"
"latinLit:stoa0132/latinLit:stoa004","Vita Alexandri Severi","latinLit:stoa0132","Gargilius Martialis"
"latinLit:stoa0132/latinLit:stoa005","Fragmentum incertum","latinLit:stoa0132","Gargilius Martialis"
"latinLit:stoa0133/latinLit:stoa001","Pro insipiente","latinLit:stoa0133","Gaunilo"
"latinLit:stoa0134/latinLit:stoa001","Noctes Atticae","latinLit:stoa0134","Gellius, Aulus"
"latinLit:stoa0135/latinLit:stoa001","Nereus","latinLit:stoa0135","Gentili, Scipio"
"latinLit:stoa0135/latinLit:stoa002","Paraphrases Psalmorum","latinLit:stoa0135","Gentili, Scipio"
"latinLit:stoa0136/latinLit:stoa001","Aratea","latinLit:stoa0136","Germanicus"
"latinLit:stoa0136/latinLit:stoa002","Fragmenta","latinLit:stoa0136","Germanicus"
"latinLit:stoa0137/latinLit:stoa001","Godfrey of Winchester","latinLit:stoa0137",""
"latinLit:stoa0137/latinLit:stoa002","Epigrammata","latinLit:stoa0137",""
"latinLit:stoa0138/latinLit:stoa001","Godfrey of Winchester","latinLit:stoa0138",""
"latinLit:stoa0138/latinLit:stoa002","Epigrammata Historica","latinLit:stoa0138",""
"latinLit:stoa0139/latinLit:stoa001","Cynegetica","latinLit:stoa0139","Grattius"
"latinLit:stoa0140/latinLit:stoa001","Epistulae","latinLit:stoa0140","Gregory the Great"
"latinLit:stoa0141/latinLit:stoa001","Decretalium Compilatio","latinLit:stoa0141","Gregory IX"
"latinLit:stoa0141/latinLit:stoa002","Epistula","latinLit:stoa0141","Gregory IX"
"latinLit:stoa0142/latinLit:stoa001","Inter Gravissimas","latinLit:stoa0142","Gregory XIII"
"latinLit:stoa0143/latinLit:stoa001","Historiae","latinLit:stoa0143","Gregory of Tours"
"latinLit:stoa0144/latinLit:stoa001","Nero","latinLit:stoa0144","Gwinne, Matthew"
"latinLit:stoa0144/latinLit:stoa002","Tres Sibyllae","latinLit:stoa0144","Gwinne, Matthew"
"latinLit:stoa0145/latinLit:stoa001","Carmina","latinLit:stoa0145","Hadrian"
"latinLit:stoa0146/latinLit:stoa001","In viri praestantissimi Isaaci Newtoni opus","latinLit:stoa0146","Halley, Edmond"
"latinLit:stoa0147/latinLit:stoa001","Epistula ad Abaelardum I","latinLit:stoa0147","Heloise"
"latinLit:stoa0148/latinLit:stoa001","Epistulae","latinLit:stoa0148","Henry VII"
"latinLit:stoa0149/latinLit:stoa001","Elegia","latinLit:stoa0149","Henry of Settimello"
"latinLit:stoa0150/latinLit:stoa001","Commentarius de bello Alexandrino","latinLit:stoa0150","Hirtius, Aulus"
"latinLit:stoa0150/latinLit:stoa002","De bello Gallico liber VIII","latinLit:stoa0150","Hirtius, Aulus"
"latinLit:stoa0151/latinLit:stoa001","Nicolai Klimii Iter Subterraneum","latinLit:stoa0151","Holberg, Ludvig"
"latinLit:stoa0151/latinLit:stoa002","Danish","latinLit:stoa0151","Holberg, Ludvig"
"latinLit:stoa0152/latinLit:stoa001","Ars Poetica","latinLit:stoa0152","Horace"
"latinLit:stoa0152/latinLit:stoa002","Carmen Saeculare","latinLit:stoa0152","Horace"
"latinLit:stoa0152/latinLit:stoa003","Carmina","latinLit:stoa0152","Horace"
"latinLit:stoa0152/latinLit:stoa004","Epistulae","latinLit:stoa0152","Horace"
"latinLit:stoa0152/latinLit:stoa005","Epodes","latinLit:stoa0152","Horace"
"latinLit:stoa0152/latinLit:stoa006","Sermones","latinLit:stoa0152","Horace"
"latinLit:stoa0153/latinLit:stoa001","Carmina","latinLit:stoa0153","Hugo Aurelianensis"
"latinLit:stoa0154/latinLit:stoa001","Didascalicon","latinLit:stoa0154","Hugo of St. Victor"
"latinLit:stoa0154/latinLit:stoa002","Soliloquium de Arrha Animae","latinLit:stoa0154","Hugo of St. Victor"
"latinLit:stoa0155/latinLit:stoa001","De astronomia","latinLit:stoa0155","Hyginus"
"latinLit:stoa0155/latinLit:stoa002","Fabulae","latinLit:stoa0155","Hyginus"
"latinLit:stoa0156/latinLit:stoa001","Constitutio <limitum>","latinLit:stoa0156","Hyginus Gromaticus"
"latinLit:stoa0156/latinLit:stoa002","De condicionibus agrorum","latinLit:stoa0156","Hyginus Gromaticus"
"latinLit:stoa0156/latinLit:stoa003","De generibus controversiarum","latinLit:stoa0156","Hyginus Gromaticus"
"latinLit:stoa0156/latinLit:stoa004","De limitibus","latinLit:stoa0156","Hyginus Gromaticus"
"latinLit:stoa0156/latinLit:stoa005","De munitionibus castrorum","latinLit:stoa0156","Hyginus Gromaticus"
"latinLit:stoa0157/latinLit:stoa001","Anima Christi","latinLit:stoa0157","Ignatius Loyola"
"latinLit:stoa0158/latinLit:stoa001","De miseria condicionis humane","latinLit:stoa0158","Innocent III"
"latinLit:stoa0159/latinLit:stoa001","Chronica maiora","latinLit:stoa0159","Isidore of Seville"
"latinLit:stoa0159/latinLit:stoa002","De natura rerum","latinLit:stoa0159","Isidore of Seville"
"latinLit:stoa0159/latinLit:stoa003","Historia de regibus Gothorum, Vandalorum et Suevorum","latinLit:stoa0159","Isidore of Seville"
"latinLit:stoa0159/latinLit:stoa004","Origines seu Etymologiae","latinLit:stoa0159","Isidore of Seville"
"latinLit:stoa0159/latinLit:stoa005","Sententiae","latinLit:stoa0159","Isidore of Seville"
"latinLit:stoa0160/latinLit:stoa001","Legenda Aurea","latinLit:stoa0160","Jacopo de Voragine"
"latinLit:stoa0161/latinLit:stoa001","Basia","latinLit:stoa0161","Janus Secundus"
"latinLit:stoa0161/latinLit:stoa002","Epithalamium","latinLit:stoa0161","Janus Secundus"
"latinLit:stoa0162/latinLit:stoa001","Biblia Sacra Vulgata","latinLit:stoa0162","Jerome"
"latinLit:stoa0162/latinLit:stoa002","Commentarii in Danielem","latinLit:stoa0162","Jerome"
"latinLit:stoa0162/latinLit:stoa003","De viris inlustribus","latinLit:stoa0162","Jerome"
"latinLit:stoa0162/latinLit:stoa004","Epistulae","latinLit:stoa0162","Jerome"
"latinLit:stoa0163/latinLit:stoa001","Getica","latinLit:stoa0163","Jordanes"
"latinLit:stoa0164/latinLit:stoa001","De thesauro et fure astuto","latinLit:stoa0164","Johannes de Alta Silva"
"latinLit:stoa0165/latinLit:stoa001","Phrygii Daretis Ilias","latinLit:stoa0165","Joseph of Exeter"
"latinLit:stoa0166/latinLit:stoa001","Instituta Regularia Divinae Legis","latinLit:stoa0166","Junillus"
"latinLit:stoa0167/latinLit:stoa001","Epitome Historiarum Philippicarum","latinLit:stoa0167","Justin"
"latinLit:stoa0168/latinLit:stoa001","Corpus Iuris Civilis","latinLit:stoa0168","Justinian"
"latinLit:stoa0169/latinLit:stoa001","Saturae","latinLit:stoa0169","Juvenal"
"latinLit:stoa0170/latinLit:stoa001","Kramer, Heinrich","latinLit:stoa0170",""
"latinLit:stoa0170/latinLit:stoa002","Malleus maleficarum","latinLit:stoa0170",""
"latinLit:stoa0171/latinLit:stoa001","De ave phoenice","latinLit:stoa0171","Lactantius"
"latinLit:stoa0171/latinLit:stoa002","De Mortibus Persecutorum","latinLit:stoa0171","Lactantius"
"latinLit:stoa0172/latinLit:stoa001","Carmina","latinLit:stoa0172","Landor, W.S."
"latinLit:stoa0173/latinLit:stoa001","Historia de preliis Alexandri Magni","latinLit:stoa0173","Leo Archipresbyter"
"latinLit:stoa0174/latinLit:stoa001","De viris illustribus urbis Romae","latinLit:stoa0174","L'Homond"
"latinLit:stoa0174/latinLit:stoa002","Epitome historiae sacrae","latinLit:stoa0174","L'Homond"
"latinLit:stoa0175/latinLit:stoa001","Neaera","latinLit:stoa0175","Licinius Imbrex"
"latinLit:stoa0176/latinLit:stoa001","Species Plantarum","latinLit:stoa0176","Linnaeus, Carolus"
"latinLit:stoa0177/latinLit:stoa001","De recta pronuntiatione Latinae linguae dialogus","latinLit:stoa0177","Lipsius, Justus"
"latinLit:stoa0178/latinLit:stoa001","Fabulae Palliatae","latinLit:stoa0178","Livius Andronicus"
"latinLit:stoa0178/latinLit:stoa002","Hymni","latinLit:stoa0178","Livius Andronicus"
"latinLit:stoa0178/latinLit:stoa003","Odissia","latinLit:stoa0178","Livius Andronicus"
"latinLit:stoa0178/latinLit:stoa004","Tragoediae","latinLit:stoa0178","Livius Andronicus"
"latinLit:stoa0179/latinLit:stoa001","Ab Urbe Condita and here","latinLit:stoa0179","Livy"
"latinLit:stoa0179/latinLit:stoa002","Periochae","latinLit:stoa0179","Livy"
"latinLit:stoa0180/latinLit:stoa001","Catachthonion","latinLit:stoa0180","Lucan"
"latinLit:stoa0180/latinLit:stoa002","Epigrammata","latinLit:stoa0180","Lucan"
"latinLit:stoa0180/latinLit:stoa003","Iliacon","latinLit:stoa0180","Lucan"
"latinLit:stoa0180/latinLit:stoa004","Orpheus","latinLit:stoa0180","Lucan"
"latinLit:stoa0180/latinLit:stoa005","Pharsalia","latinLit:stoa0180","Lucan"
"latinLit:stoa0181/latinLit:stoa001","De rerum natura","latinLit:stoa0181","Lucretius"
"latinLit:stoa0182/latinLit:stoa001","Disputatio pro declaratione virtutis indulgentiarum","latinLit:stoa0182","Luther, Martin"
"latinLit:stoa0182/latinLit:stoa002","Epistula ad Erasmum","latinLit:stoa0182","Luther, Martin"
"latinLit:stoa0182/latinLit:stoa003","Praefatio in opera Latina","latinLit:stoa0182","Luther, Martin"
"latinLit:stoa0183/latinLit:stoa001","Elegiae","latinLit:stoa0183","Lygdamus"
"latinLit:stoa0184/latinLit:stoa001","Apophthegmata","latinLit:stoa0184","Macarius Aegyptius"
"latinLit:stoa0185/latinLit:stoa001","Regula ad monachos","latinLit:stoa0185","Macarius Alexandrinus"
"latinLit:stoa0186/latinLit:stoa001","Saturnalia","latinLit:stoa0186","Macrobius"
"latinLit:stoa0187/latinLit:stoa001","Aluta","latinLit:stoa0187","Macropedius"
"latinLit:stoa0187/latinLit:stoa002","Andrisca","latinLit:stoa0187","Macropedius"
"latinLit:stoa0187/latinLit:stoa003","Epistola ad Cornelium Valerium","latinLit:stoa0187","Macropedius"
"latinLit:stoa0187/latinLit:stoa004","Hecastus","latinLit:stoa0187","Macropedius"
"latinLit:stoa0188/latinLit:stoa001","Astronomica","latinLit:stoa0188","Manilius"
"latinLit:stoa0189/latinLit:stoa001","De ornamentis verborum","latinLit:stoa0189","Marbodus Redonensis"
"latinLit:stoa0190/latinLit:stoa001","Chronicon","latinLit:stoa0190","Marcellinus Comes"
"latinLit:stoa0191/latinLit:stoa001","Praecepta","latinLit:stoa0191","Marcius Vates"
"latinLit:stoa0192/latinLit:stoa001","Apophoreta","latinLit:stoa0192","Martial"
"latinLit:stoa0192/latinLit:stoa002","Epigrammata","latinLit:stoa0192","Martial"
"latinLit:stoa0192/latinLit:stoa003","Liber de Spectaculis","latinLit:stoa0192","Martial"
"latinLit:stoa0192/latinLit:stoa004","Xenia","latinLit:stoa0192","Martial"
"latinLit:stoa0193/latinLit:stoa001","Capitula ex orientalium Patrum synodis","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa002","Concilium Bracarense primum","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa003","Concilium Bracarense secundum","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa004","De correctione rusticorum","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa005","De ira","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa006","De Pascha","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa007","De repellenda iactantia","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa008","De superbia","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa009","De trina mersione","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa010","Epitaphium","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa011","Exhortatio humilitatis","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa012","Formula honestae vitae","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa013","Inscriptiones in basilica et in refectorio","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0193/latinLit:stoa014","Sententiae Patrum Aegyptiorum","latinLit:stoa0193","Martinus Bracarensis"
"latinLit:stoa0194/latinLit:stoa001","Epigrammata","latinLit:stoa0194","Marullo"
"latinLit:stoa0195/latinLit:stoa001","An principatus Augusti merito inter felicioresreipublicae Romanae aetates numeretur?","latinLit:stoa0195","Marx, Karl"
"latinLit:stoa0195/latinLit:stoa002","De Hemsterhusii moribus","latinLit:stoa0195","Marx, Karl"
"latinLit:stoa0196/latinLit:stoa001","Elegiae","latinLit:stoa0196","Maximianus Etruscus"
"latinLit:stoa0197/latinLit:stoa001","Supplementum Lucani","latinLit:stoa0197","May, Thomas"
"latinLit:stoa0198/latinLit:stoa001","Martyrium Ricardi Archiepiscopi","latinLit:stoa0198","Maydeston, Clement"
"latinLit:stoa0200/latinLit:stoa001","De chorographia","latinLit:stoa0200","Mela, Pomponius"
"latinLit:stoa0201/latinLit:stoa001","Confessio Augustana","latinLit:stoa0201","Melanchthon, Philipp"
"latinLit:stoa0201/latinLit:stoa002","De Laude Vitae Scholasticae Oratio","latinLit:stoa0201","Melanchthon, Philipp"
"latinLit:stoa0201/latinLit:stoa003","De Obitu Martini Lutheri","latinLit:stoa0201","Melanchthon, Philipp"
"latinLit:stoa0201/latinLit:stoa004","Historia de Vita et Actis Lutheri","latinLit:stoa0201","Melanchthon, Philipp"
"latinLit:stoa0202/latinLit:stoa001","In Quintum Novembris","latinLit:stoa0202","Milton, John"
"latinLit:stoa0203/latinLit:stoa001","Octavius","latinLit:stoa0203","Minucius Felix"
"latinLit:stoa0204/latinLit:stoa001","Utopia","latinLit:stoa0204","More, Thomas"
"latinLit:stoa0205/latinLit:stoa001","Iulius Caesar","latinLit:stoa0205","Muret, Marc-Antoine"
"latinLit:stoa0206/latinLit:stoa001","Bellum Poenicum","latinLit:stoa0206","Naevius, Gnaeus"
"latinLit:stoa0206/latinLit:stoa002","Fabulae Cothurnatae","latinLit:stoa0206","Naevius, Gnaeus"
"latinLit:stoa0206/latinLit:stoa003","Fabulae Palliatae et Togatae","latinLit:stoa0206","Naevius, Gnaeus"
"latinLit:stoa0206/latinLit:stoa004","Fabulae Praetextae","latinLit:stoa0206","Naevius, Gnaeus"
"latinLit:stoa0206/latinLit:stoa005","Satura","latinLit:stoa0206","Naevius, Gnaeus"
"latinLit:stoa0207/latinLit:stoa001","Pammachius","latinLit:stoa0207","Naogeorgus, Thomas"
"latinLit:stoa0208/latinLit:stoa001","Lusus","latinLit:stoa0208","Navagero, Andreas"
"latinLit:stoa0209/latinLit:stoa001","Eclogae","latinLit:stoa0209","Nemesianus"
"latinLit:stoa0210/latinLit:stoa001","Chronica","latinLit:stoa0210","Nepos, Cornelius"
"latinLit:stoa0210/latinLit:stoa002","De chorographia","latinLit:stoa0210","Nepos, Cornelius"
"latinLit:stoa0210/latinLit:stoa003","De viris illustribus","latinLit:stoa0210","Nepos, Cornelius"
"latinLit:stoa0210/latinLit:stoa004","Epistula ad Ciceronem","latinLit:stoa0210","Nepos, Cornelius"
"latinLit:stoa0210/latinLit:stoa005","Exempla","latinLit:stoa0210","Nepos, Cornelius"
"latinLit:stoa0211/latinLit:stoa001","Principia","latinLit:stoa0211","Newton, Isaac"
"latinLit:stoa0212/latinLit:stoa001","Autobiographia","latinLit:stoa0212","Nicholas of Cusa"
"latinLit:stoa0212/latinLit:stoa002","Commentatio de notione creandi","latinLit:stoa0212","Nicholas of Cusa"
"latinLit:stoa0212/latinLit:stoa003","De apice theoriae","latinLit:stoa0212","Nicholas of Cusa"
"latinLit:stoa0212/latinLit:stoa004","De deo abscondito","latinLit:stoa0212","Nicholas of Cusa"
"latinLit:stoa0212/latinLit:stoa005","De mathematica perfectione","latinLit:stoa0212","Nicholas of Cusa"
"latinLit:stoa0212/latinLit:stoa006","Ubi est qui natus est rex Iudaeorum?","latinLit:stoa0212","Nicholas of Cusa"
"latinLit:stoa0213/latinLit:stoa001","Historiae","latinLit:stoa0213","Nithardus"
"latinLit:stoa0214/latinLit:stoa001","Liber de prodigiis","latinLit:stoa0214","Obsequens, Julius"
"latinLit:stoa0214/latinLit:stoa002","German","latinLit:stoa0214","Obsequens, Julius"
"latinLit:stoa0215/latinLit:stoa001","Carmina","latinLit:stoa0215","Optatianus Porphyrius"
"latinLit:stoa0216/latinLit:stoa001","Amores","latinLit:stoa0216","Ovid"
"latinLit:stoa0216/latinLit:stoa002","Ars amatoria","latinLit:stoa0216","Ovid"
